iter	Logloss
263	0.1968795127
264	0.1968663148
265	0.1968491629
266	0.1968337159
267	0.1968130037
268	0.1967980918
269	0.1967836944
270	0.1967580419
271	0.1966718695
272	0.1966523605
273	0.1966428935
274	0.1966298821
275	0.196591363
276	0.1965653213
277	0.1965470354
278	0.1965341545
279	0.1965173313
280	0.1964775788
281	0.1964473576
282	0.1964249793
283	0.19639854
284	0.1963759042
285	0.1963490046
286	0.1963238807
287	0.1963124953
288	0.1962988935
289	0.1962838113
290	0.1962689305
291	0.1962478477
292	0.1962214026
293	0.1961972748
294	0.1961727507
295	0.1961479405
296	0.1961345189
297	0.1961103639
298	0.1960932121
299	0.1960820897
300	0.1960572342
301	0.1960415473
302	0.1960261002
303	0.1960115423
304	0.1959865816
305	0.1959687089
306	0.1959462022
307	0.1959318553
308	0.1959076431
309	0.1958903133
310	0.1958791911
311	0.1958574955
312	0.1958397764
313	0.1958274686
314	0.1958062496
315	0.1957258423
316	0.1956991756
317	0.1956785392
318	0.1956596323
319	0.1956437036
320	0.1956292943
321	0.1956113071
322	0.1955932746
323	0.1955192869
324	0.195492653
325	0.1954733828
326	0.1954500065
327	0.1954337062
328	0.1954011973
329	0.1953829181
330	0.1953622474
331	0.1953422273
332	0.1953302751
333	0.1953122207
334	0.1952905927
335	0.1952696053
336	0.1952149497
337	0.1951933599
338	0.1951870428
339	0.1951756319
340	0.195160487
341	0.1951364899
342	0.1951152027
343	0.1950965894
344	0.1950694093
345	0.1950462511
346	0.1950318899
347	0.1950143562
348	0.1950009035
349	0.1949831983
350	0.1949657692
351	0.1949532538
352	0.1949366013
353	0.1949184416
354	0.194901046
355	0.1948767634
356	0.1948618879
357	0.1948460816
358	0.1948298907
359	0.1948073952
360	0.1947894967
361	0.1947719474
362	0.1947564848
363	0.194725117
364	0.1947018285
365	0.194684648
366	0.1946444587
367	0.1946235167
368	0.1946088054
369	0.1945978827
370	0.1945784205
371	0.1945701862
372	0.1945502061
373	0.1945256533
374	0.1945066974
375	0.1944929106
376	0.1944736557
377	0.1944542496
378	0.194429442
379	0.1944132168
380	0.1944027072
381	0.1943888586
382	0.1943674057
383	0.194345266
384	0.1943331941
385	0.1943193299
386	0.1943040976
387	0.19427923
388	0.194251006
389	0.1942333804
390	0.1942182275
391	0.1942033975
392	0.194178853
393	0.1941617045
394	0.1941468797
395	0.1941326948
396	0.1941156872
397	0.1941089049
398	0.1940875785
399	0.1940610651
400	0.194043577
401	0.1940301423
402	0.1940061862
403	0.1939928845
404	0.1939774264
405	0.1939597666
406	0.193936213
407	0.1939266429
408	0.1939116776
409	0.1938987638
410	0.1938809681
411	0.1938654821
412	0.193848566
413	0.193832914
414	0.1938201394
415	0.193803369
416	0.1937875283
417	0.1937805941
418	0.1937588194
419	0.1937412961
420	0.1937170068
421	0.1936990007
422	0.1936776061
423	0.1936694357
424	0.1936414147
425	0.1936167876
426	0.1936021157
427	0.1935857474
428	0.1935656994
429	0.1935439462
430	0.1935247522
431	0.1934637972
432	0.193409305
433	0.1934001539
434	0.1933932402
435	0.1933706918
436	0.1933447057
437	0.1933247505
438	0.1932989226
439	0.1932834533
440	0.1932678689
441	0.1932522885
442	0.1932271381
443	0.193223523
444	0.1932051238
445	0.1931855452
446	0.1931605742
447	0.1931373219
448	0.1931162996
449	0.1931057013
450	0.1930813595
451	0.1930605153
452	0.1930487973
453	0.1930375978
454	0.1930162134
455	0.1929928333
456	0.1929753539
457	0.1929610323
458	0.1929442726
459	0.1929312
460	0.1929123496
461	0.192893948
462	0.1928815314
463	0.1928648257
464	0.1928502139
465	0.1928312663
466	0.192825817
467	0.1928138771
468	0.1927939697
469	0.1927796839
470	0.1927670888
471	0.1927604909
472	0.1927426113
473	0.192724019
474	0.1927112963
475	0.1926929917
476	0.1926819333
477	0.1926660972
478	0.1926584113
479	0.1926355968
480	0.1926138024
481	0.19258016
482	0.1925680722
483	0.1925563059
484	0.1925315062
485	0.1925143888
486	0.192496448
487	0.1924603739
488	0.1924433032
489	0.192428544
490	0.1924141619
491	0.1923933351
492	0.1923791238
493	0.1923679625
494	0.1923491228
495	0.1923337119
496	0.19231641
497	0.1922985807
498	0.1922816248
499	0.19226413
500	0.1922533843
501	0.1922353918
502	0.1922133522
503	0.1921898821
504	0.1921804694
505	0.1921657822
506	0.1921467293
507	0.192088622
508	0.1920736326
509	0.1920326811
510	0.1920176567
511	0.1920075326
512	0.1919897372
513	0.1919741522
514	0.1919601843
515	0.1919505955
516	0.1919347415
517	0.191921573
518	0.1918966178
519	0.1918798207
520	0.1918618011
521	0.1918391902
522	0.1918199201
523	0.1918090792
524	0.1917855856
525	0.191764485
526	0.1917498299
527	0.1917350329
528	0.1917153323
529	0.1916966567
530	0.1916809465
531	0.1916628504
532	0.1916453832
533	0.1916234443
534	0.1916048896
535	0.1915886499
536	0.1915736794
537	0.1915612877
538	0.1915470176
539	0.1915283862
540	0.1915121394
541	0.191501296
542	0.1914853782
543	0.1914677075
544	0.1914481763
545	0.1914298433
546	0.1914107175
547	0.1913946512
548	0.1913794737
549	0.1913647735
550	0.1913490941
551	0.1913354761
552	0.1913180443
553	0.1913071835
554	0.1912935775
555	0.1912795673
556	0.1912599688
557	0.1912409885
558	0.1912279747
559	0.1912088292
560	0.1911948417
561	0.1911822175
562	0.1911642792
563	0.1911474768
564	0.1911304834
565	0.1911117718
566	0.1910913318
567	0.1910719165
568	0.1910536531
569	0.1910427223
570	0.1910262164
571	0.191011309
572	0.1909883258
573	0.1909693178
574	0.1909521742
575	0.1909425852
576	0.190926111
577	0.1909182386
578	0.1909011538
579	0.1908782536
580	0.1908609138
581	0.1908408306
582	0.1908266455
583	0.190807709
584	0.1907930423
585	0.1907810577
586	0.1907654737
587	0.190746647
588	0.1907276815
589	0.1907200337
590	0.1907037551
591	0.1906836376
592	0.1906711065
593	0.1906490187
594	0.1906318981
595	0.1906196398
596	0.1905662325
597	0.1905486338
598	0.1905284278
599	0.1904903366
600	0.1904774769
601	0.1904601135
602	0.1904487068
603	0.1904367904
604	0.1904157704
605	0.1903964789
606	0.1903860291
607	0.1903599917
608	0.1903388284
609	0.1903170157
610	0.1902902431
611	0.1902854028
612	0.190270664
613	0.190247372
614	0.1902279681
615	0.1902120581
616	0.1901990664
617	0.190186246
618	0.1901687856
619	0.1901483218
620	0.190134881
621	0.1901249319
622	0.1901062356
623	0.1900957714
624	0.1900823228
625	0.1900703779
626	0.1900603984
627	0.1900458222
628	0.1900286746
629	0.1900158652
630	0.1899974534
631	0.189981189
632	0.1899719851
633	0.1899578191
634	0.1899357744
635	0.1899198863
636	0.1899053339
637	0.1898840917
638	0.1898675224
639	0.1898557867
640	0.1898390688
641	0.1898234879
642	0.18981042
643	0.1897990935
644	0.1897548541
645	0.1897483536
646	0.1897348282
647	0.1897228076
648	0.1897081703
649	0.18968883
650	0.1896680862
651	0.1896509875
652	0.1896358136
653	0.1896209189
654	0.1896054058
655	0.1895880343
656	0.1895754881
657	0.1895621202
658	0.1895443428
659	0.1895305384
660	0.1895095112
661	0.189496324
662	0.1894836765
663	0.1894724949
664	0.1894608524
665	0.1894441088
666	0.1894307123
667	0.1894252511
668	0.1894201509
669	0.1894107966
670	0.1893990008
671	0.1893940886
672	0.1893629084
673	0.189352527
674	0.1893369496
675	0.1893215392
676	0.1893074531
677	0.1892915602
678	0.1892784482
679	0.1892668796
680	0.1892575519
681	0.1892463855
682	0.1892354417
683	0.1891998398
684	0.189192663
685	0.1891771895
686	0.1891569901
687	0.1891373762
688	0.1891260878
689	0.1891087586
690	0.1890894762
691	0.1890655118
692	0.1890475779
693	0.1890355311
694	0.1890128596
695	0.1890012954
696	0.1889872612
697	0.1889777443
698	0.1889491636
699	0.1889411878
700	0.188902316
701	0.1888875657
702	0.1888659896
703	0.188851331
704	0.1888355946
705	0.1888183319
706	0.1888010465
707	0.1887772107
708	0.1887660656
709	0.1887518423
710	0.1887366866
711	0.1887190354
712	0.1887054816
713	0.1886867305
714	0.188667863
715	0.1886522318
716	0.1886387258
717	0.1886143644
718	0.1885992965
719	0.1885841983
720	0.1885668783
721	0.1885493115
722	0.1885301536
723	0.1885179126
724	0.1885002869
725	0.1884847789
726	0.1884705242
727	0.1884518333
728	0.1884362226
729	0.1884161027
730	0.1883962751
731	0.1883850908
732	0.1883675112
733	0.1883514875
734	0.1883331809
735	0.1883218013
736	0.1883020942
737	0.1882831671
738	0.1882696913
739	0.1882578193
740	0.188248068
741	0.1882333638
742	0.1882124116
743	0.1882039707
744	0.1881928084
745	0.1881762391
746	0.1881484062
747	0.1881228432
748	0.1881091505
749	0.188085309
750	0.1880744171
751	0.1880642407
752	0.1880569556
753	0.1880456731
754	0.1880309123
755	0.188018024
756	0.1879935222
757	0.1879800439
758	0.1879634422
759	0.1879485716
760	0.1879315774
761	0.1879238676
762	0.1879080768
763	0.1878997036
764	0.1878868147
765	0.1878663464
766	0.1878472655
767	0.1878301269
768	0.1878161195
769	0.1877927571
770	0.1877754211
771	0.187760703
772	0.1877459572
773	0.1877311178
774	0.1877165008
775	0.1877036495
776	0.1876908755
777	0.1876741308
778	0.1876613653
779	0.1876496361
780	0.1876296844
781	0.1876142343
782	0.1875748064
783	0.1875593818
784	0.1875396009
785	0.1875245752
786	0.1875111868
787	0.1874947236
788	0.1874823457
789	0.1874680389
790	0.1874540882
791	0.1874407614
792	0.1874339763
793	0.1874238697
794	0.1874091392
795	0.18739919
796	0.1873887572
797	0.1873776746
798	0.1873699234
799	0.1873579248
800	0.1873487831
801	0.1873367357
802	0.1873261894
803	0.187315249
804	0.1873005816
805	0.1872671829
806	0.1872512267
807	0.1872281984
808	0.1872191929
809	0.1872070999
810	0.1871944378
811	0.1871754722
812	0.1871648607
813	0.1871465684
814	0.1871349904
815	0.1871220337
816	0.1871036128
817	0.1870887384
818	0.1870697185
819	0.1870513438
820	0.1870405592
821	0.1870231819
822	0.187003524
823	0.1869865772
824	0.186977014
825	0.1869663535
826	0.1869556455
827	0.1869446515
828	0.1869357545
829	0.1869240924
830	0.1869009035
831	0.1868878068
832	0.1868726673
833	0.1868615616
834	0.1868561929
835	0.1868385695
836	0.1868298097
837	0.1868189893
838	0.1868041079
839	0.1867961805
840	0.18678478
841	0.1867765632
842	0.1867613466
843	0.1867507297
844	0.186735335
845	0.186720469
846	0.1867085825
847	0.1866978248
848	0.1866897252
849	0.1866837265
850	0.1866654731
851	0.1866451309
852	0.1866267809
853	0.1866120494
854	0.1865988813
855	0.1865817837
856	0.1865726376
857	0.1865611556
858	0.1865510181
859	0.1865424028
860	0.1865248804
861	0.1864958394
862	0.1864751503
863	0.1864576065
864	0.1864483068
865	0.1864310545
866	0.1864197684
867	0.1864092075
868	0.1863930475
869	0.1863764019
870	0.1863669472
871	0.1863476122
872	0.1863365776
873	0.1863261307
874	0.1863159477
875	0.1863005363
876	0.1862829726
877	0.186261843
878	0.1862517634
879	0.1862419063
880	0.1862301643
881	0.1862235861
882	0.1862092629
883	0.1861965299
884	0.1861811523
885	0.1861688298
886	0.1861566198
887	0.1861456408
888	0.1861356733
889	0.1861273128
890	0.1861101429
891	0.1860978881
892	0.18608293
893	0.1860710366
894	0.1860581314
895	0.1860468712
896	0.1860326294
897	0.1860209846
898	0.1860072615
899	0.1859904045
900	0.1859769621
901	0.185966195
902	0.1859511719
903	0.1859417454
904	0.1859230272
905	0.1859092711
906	0.1858818576
907	0.1858731441
908	0.1858582524
909	0.1858462313
910	0.1858298783
911	0.185821073
912	0.1858084265
913	0.1857964966
914	0.1857880499
915	0.1857733745
916	0.1857622857
917	0.1857505048
918	0.185739312
919	0.1857220974
920	0.1856992452
921	0.1856801047
922	0.1856685859
923	0.1856632209
924	0.1856460641
925	0.1856332151
926	0.1856165737
927	0.1855986943
928	0.1855869906
929	0.1855831037
930	0.1855759489
931	0.185567191
932	0.1855560137
933	0.185544419
934	0.1855333547
935	0.1855240976
936	0.1855083799
937	0.18549469
938	0.1854752301
939	0.1854643674
940	0.1854522086
941	0.1854357711
942	0.1854236578
943	0.1854118357
944	0.1854019256
945	0.1853891005
946	0.1853808884
947	0.1853653286
948	0.1853533686
949	0.1853333156
950	0.1853157332
951	0.1852991149
952	0.1852867629
953	0.1852688325
954	0.1852528937
955	0.1852392644
956	0.1852188627
957	0.1852051008
958	0.1851905387
959	0.1851833945
960	0.1851688399
961	0.1851593294
962	0.1851490868
963	0.1851419486
964	0.1851299088
965	0.1851169693
966	0.1851054864
967	0.1850966336
968	0.1850851082
969	0.1850739333
970	0.1850665587
971	0.1850574181
972	0.1850435181
973	0.1850327666
974	0.1850199653
975	0.1850096125
976	0.1849990791
977	0.1849867059
978	0.1849763471
979	0.1849656737
980	0.1849534042
981	0.1849417011
982	0.1849332648
983	0.1849225043
984	0.1849124901
985	0.1848983954
986	0.184885917
987	0.1848745558
988	0.1848632274
989	0.1848511045
990	0.1848396493
991	0.1848202573
992	0.1847946108
993	0.1847855005
994	0.1847745686
995	0.1847596526
996	0.184743632
997	0.1847301814
998	0.18471788
999	0.1847036413
